Crime Date,Crime,COMMITTED,DISTRICT,,,,,,,,,,,,,,,,,
11/24/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,OTHER,213,67,88,368,,,,,,,,,,41.67%
11/24/2018,VEHICLE BURGLARY,COMMITTED,2,,,RESIDENTIAL BURGLARY,11,6,7,24,,,,,,,,,,33.33%
11/24/2018,OTHER,COMMITTED,2,,,SEXUAL ASSAULT,4,1,1,6,,,,,,,,,,0.00%
11/24/2018,VEHICLE BURGLARY,COMMITTED,1,,,THEFT,147,81,112,340,,,,,,,,,,33.33%
11/24/2018,THEFT,COMMITTED,3,,,VEHICLE BURGLARY,50,28,39,117,,,,,,,,,,66.67%
11/24/2018,THEFT,COMMITTED,4,,,VICE,1,1,1,3,,,,,,,,,,25.00%
11/24/2018,OTHER,COMMITTED,2,,,Grand Total,693,316,477,1486,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,BATTERY,COMMITTED,3,,,2018 Averages,Sep,Oct,Nov,,,,,,,,,,,
11/24/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,ASSAULT,6.3,5.612903226,6.366666667,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,1,,,BATTERY,11.83333333,10.32258065,9.233333333,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,1,,,BUSINESS ROBBERY,0.133333333,0.290322581,0.2,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,3,,,CRIMINAL DAMAGE TO PROPERTY,11.1,9.677419355,9.566666667,,,,,,,,,,,
11/24/2018,FIREARM,COMMITTED,2,,,FIREARM,5.2,4.258064516,5.833333333,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,3,,,HOMICIDE,0.933333333,0.548387097,1,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,4,,,INDIVIDUAL ROBBERY,2.3,1.419354839,1.566666667,,,,,,,,,,,
11/24/2018,RESIDENTIAL BURGLARY,COMMITTED,3,,,JUVENILE,1.1,1.096774194,0.9,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,2,,,NARCOTICS,9.833333333,9.032258065,12.4,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,4,,,NON-RESIDENTIAL BURGLARY,4.966666667,5.903225806,4.966666667,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,1,,,NUISANCE,2.166666667,1.838709677,2.133333333,,,,,,,,,,,
11/24/2018,VEHICLE BURGLARY,COMMITTED,2,,,OTHER,31.83333333,21.64516129,22.13333333,,,,,,,,,,,
11/24/2018,NUISANCE,COMMITTED,2,,,RESIDENTIAL BURGLARY,2.466666667,1.870967742,2.133333333,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,1,,,SEXUAL ASSAULT,0.5,0.322580645,0.3,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,2,,,THEFT,31.33333333,29.41935484,29.43333333,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,2,,,VEHICLE BURGLARY,7.9,7.967741935,7.733333333,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,2,,,VICE,0.333333333,0.806451613,0.366666667,,,,,,,,,,,
11/24/2018,RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,INDIVIDUAL ROBBERY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,FIREARM,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/24/2018,VEHICLE BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,VEHICLE BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/24/2018,FIREARM,COMMITTED,,,,,,,,,,,,,,,,,,
11/24/2018,JUVENILE,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/24/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/24/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NUISANCE,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,HOMICIDE,ATTEMPTED,4,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,NUISANCE,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,ATTEMPTED,4,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,NUISANCE,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NUISANCE,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,ATTEMPTED,,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,ATTEMPTED,4,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,ATTEMPTED,3,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,VICE,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,INDIVIDUAL ROBBERY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,INDIVIDUAL ROBBERY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,NARCOTICS,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,HOMICIDE,ATTEMPTED,3,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,NUISANCE,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/17/2018,FIREARM,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/17/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/17/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,NUISANCE,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,JUVENILE,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,NARCOTICS,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,NARCOTICS,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,FIREARM,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,ATTEMPTED,1,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,FIREARM,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,NARCOTICS,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,JUVENILE,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,ASSAULT,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,CRIMINAL DAMAGE TO PROPERTY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,INDIVIDUAL ROBBERY,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,NARCOTICS,COMMITTED,1,,,,,,,,,,,,,,,,,
11/10/2018,VEHICLE BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,4,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,3,,,,,,,,,,,,,,,,,
11/10/2018,NON-RESIDENTIAL BURGLARY,COMMITTED,2,,,,,,,,,,,,,,,,,
11/10/2018,OTHER,COMMITTED,,,,,,,,,,,,,,,,,,
11/10/2018,BATTERY,COMMITTED,,,,,,,,,,,,,,,,,,
11/10/2018,THEFT,COMMITTED,1,,,,,,,,,,,,,,,,,
